Question Num,Text,Barriers,Triage level
5SD_0256,"Sometimes I skip doses because I can't afford transportation to the pharmacy, especially when funds are tight.",4 - Your econimic situation,2 - Medium
5SD_0257,"Financial hardship is making me anxious about my health, but I haven't missed doses yet.",4 - Your econimic situation,3 - Low
5SD_0258,Housing insecurity has made it difficult to remember or access my medication consistently.,4 - Your econimic situation,2 - Medium
5SD_0259,"When money is tight, I sometimes delay refilling my prescriptions, but I try not to miss doses.",4 - Your econimic situation,2 - Medium
5SD_0260,"I'm on some assistance programs that help cover my medication costs, so I haven't had financial issues lately.",4 - Your econimic situation,4 - None
5SD_0261,"I receive some financial help from family, which makes it easier to keep up with my medication schedule.",4 - Your econimic situation,4 - None
5SD_0262,"Thanks to my insurance, I don't have big worries about medication costs right now.",4 - Your econimic situation,4 - None
5SD_0263,"I'm on disability, so my medication costs are covered, and I don't face financial barriers at the moment.",7 - Your health,3 - Low
5SD_0264,"My job doesn't pay much, but I manage to afford my medications thanks to assistance programs.",4 - Your econimic situation,3 - Low
5SD_0265,"I receive food stamps and some help with rent, which helps me stay on top of my medication routine.",4 - Your econimic situation,3 - Low
5SD_0266,"I have no financial issues right now, so I don't worry about missing doses due to costs.",4 - Your econimic situation,4 - None
5SD_0267,"My housing situation is stable, and I have enough resources to keep up with my medication schedule.",4 - Your econimic situation,4 - None
5SD_0268,"I get assistance that covers most of my medication costs, so I don't worry about affordability.",4 - Your econimic situation,4 - None
5SD_0269,"My housing is secure, and I manage my medication without financial worries.",4 - Your econimic situation,4 - None
5SD_0270,"I rely on social programs to help cover my medication costs, which makes adherence easier.",4 - Your econimic situation,3 - Low
5SD_0271,"Thanks to social assistance programs, I don't face any financial barriers to my medication.",4 - Your econimic situation,3 - Low
5SD_0272,"My housing has been stable, and I have enough resources to ensure I take my medication regularly.",4 - Your econimic situation,4 - None
5SD_0273,"I get help from family and community programs, so my medication adherence is not affected by finances.",4 - Your econimic situation,4 - None
5SD_0274,"My financial situation is stable for now, and I take my meds as prescribed without issues.",4 - Your econimic situation,4 - None
5SD_0275,"I rely on government assistance to help cover my medications, which helps keep me adherent.",4 - Your econimic situation,3 - Low
5SD_0276,I'm struggling to pay my bills on time because of my medical expenses.,4 - Your econimic situation,2 - Medium
5SD_0277,"I'm worried about how I'll pay for my rent this month, and it's affecting my mental health.",4 - Your econimic situation,2 - Medium
5SD_0278,"My pharmacy bill is too high, and I'm having trouble affording it.",4 - Your econimic situation,2 - Medium
5SD_0279,"I've been applying to more jobs, but it's tough out there, and I'm still trying to cover my monthly medication costs on my current income.",4 - Your econimic situation,2 - Medium
5SD_0280,"I'm working multiple part-time jobs just to keep up with my expenses, but it's taking a toll on my mental health and medication adherence.",4 - Your econimic situation,2 - Medium
5SD_0281,I'm worried about how I'll afford medication when my current job is laid off or downsized.,4 - Your econimic situation,2 - Medium
5SD_0282,"My housing costs are too high, and I'm having trouble affording my medication and other essential expenses.",4 - Your econimic situation,1 - High
5SD_0283,"I've been applying for government assistance to help with my medication costs, but the process is slow and unpredictable.",4 - Your econimic situation,2 - Medium
5SD_0284,"My job offers flexible hours, which helps me manage my expenses better and stick to my medication regimen.",4 - Your econimic situation,4 - None
5SD_0285,"My family is supporting me financially while I'm going through treatment, which helps alleviate some of the financial stress associated with taking my meds.",4 - Your econimic situation,3 - Low
5SD_0286,I'm worried about how I'll pay for medication when my disability benefits are delayed or reduced.,4 - Your econimic situation,2 - Medium
5SD_0287,"My housing situation is unstable, which makes it hard for me to remember to take my medication on time every day.",4 - Your econimic situation,2 - Medium
5SD_0288,"I can't afford the copay for my HIV medication this month, so I'm skipping doses to make it last longer.",4 - Your econimic situation,1 - High
5SD_0289,It is difficults for me to pay for my HIV medication lately because I lost my job.,4 - Your econimic situation,1 - High
5SD_0290,"The pharmacy told me my insurance wouldn't cover the new medication, so now I have to pay out of pocket. That's going to be tough.",4 - Your econimic situation,2 - Medium
5SD_0291,Sometimes I skip doses because I can't even afford to buy food.,4 - Your econimic situation,1 - High
5SD_0292,The cost of living is so high here. It feels impossible to save money when everything is expensive.,4 - Your econimic situation,2 - Medium
5SD_0293,"I'm working extra hours to try and make up for the lost income after my layoff, but it's still hard to afford everything.",4 - Your econimic situation,2 - Medium
5SD_0294,"I'm grateful that I have access to affordable healthcare, but sometimes the cost of medication can still be a worry.",4 - Your econimic situation,2 - Medium
5SD_0295,I'm struggling to keep up with my medication because I lost my job last month and can't afford it anymore.,4 - Your econimic situation,1 - High
5SD_0296,"I've been doing okay financially, and I haven't had any issues affording or taking my HIV medication.",4 - Your econimic situation,4 - None
5SD_0297,"I've been dealing with some financial issues lately, but thankfully they haven't affected my ability to afford and take my HIV medication.",4 - Your econimic situation,3 - Low
5SD_0298,I'm struggling to pay my rent due to the high cost of living.,4 - Your econimic situation,2 - Medium
5SD_0299,The cost of my medication doesn't affect me now because I'm fortunate enough to have good insurance coverage.,4 - Your econimic situation,4 - None
5SD_0300,"Although I'm worried about costs occasionally, so far I've managed without any issues in taking my meds on time.",4 - Your econimic situation,3 - Low
5SD_0301,"The anxiety is terrible and I worry constantly about whether I took my pills correctly, or if I missed one.",1 - Your thoughts and feelings,1 - High
5SD_0302,I'm so depressed lately and it makes it really difficult to remember to take my medication.,1 - Your thoughts and feelings,1 - High
5SD_0303,I keep forgetting to take my pills because I'm so distracted by other things.,2 - Your habits and activities,1 - High
5SD_0304,"It feels like a huge burden, and I often find myself pushing my pills to the back of my mind.",1 - Your thoughts and feelings,1 - High
5SD_0305,"Taking my meds feels like a chore, I have days where I just don’t want to face it. ",1 - Your thoughts and feelings,1 - High
5SD_0306,"I'm frustrated with the constant pills, it feels overwhelming.",1 - Your thoughts and feelings,1 - High
5SD_0307,"Rarely, I just forget, it's not intentional, but it happens.",2 - Your habits and activities,2 - Medium
5SD_0308,I get so caught up in other things that taking my medication just slips my mind sometimes.,2 - Your habits and activities,2 - Medium
5SD_0309,I almost never feel like I have the energy to take care of myself.,1 - Your thoughts and feelings,1 - High
5SD_0310,I occasionally feel hopeless about my situation.,1 - Your thoughts and feelings,2 - Medium
5SD_0311,"Occasionally, I feel overwhelmed by everything.",1 - Your thoughts and feelings,2 - Medium
5SD_0312,"I rarely think about taking my medication, it just feels like another thing on my plate.",1 - Your thoughts and feelings,1 - High
5SD_0313,"I’m hardly ever thinking about the medication, honestly.",1 - Your thoughts and feelings,1 - High
5SD_0314,"Rarely, I feel like I'm not in control of my life.",1 - Your thoughts and feelings,4 - None
5SD_0315,Sometimes I just feel so angry and frustrated that I have to take these pills. It feels like a punishment.,1 - Your thoughts and feelings,2 - Medium
5SD_0316,I'm scared of what people will think if they find out I have HIV... It makes me want to hide and not take my medication.,3 - Your social situation,1 - High
5SD_0317,"I'm really struggling to accept my diagnosis.. it feels unreal, and I can't seem to motivate myself to stay on track with my meds.",1 - Your thoughts and feelings,1 - High
5SD_0318,I just don't see the point sometimes - what's the point of taking these pills if I still feel sick?,1 - Your thoughts and feelings,2 - Medium
5SD_0319,"I'm worried that these meds are making me feel worse, I feel so hopeless.",1 - Your thoughts and feelings,2 - Medium
5SD_0320,It's just so much to deal with... I feel like I'm drowning sometimes... It's hard to keep up with everything.,1 - Your thoughts and feelings,2 - Medium
5SD_0321,I've been feeling really down and withdrawn since I found out and it's affecting my motivation to take my medication regularly.,1 - Your thoughts and feelings,2 - Medium
5SD_0322,"Sometimes, I just feel like giving up. It's hard to keep fighting this.",1 - Your thoughts and feelings,2 - Medium
5SD_0323,I’m constantly second-guessing whether I'm doing everything right with these pills… exhausting.,1 - Your thoughts and feelings,2 - Medium
5SD_0324,I'm having trouble accepting this new reality with HIV and it's really impacting my ability to stay consistent on my treatment,1 - Your thoughts and feelings,2 - Medium
5SD_0325,I feel so isolated sometimes :( It’s hard to stay motivated when you feel like you’re going through this alone.,3 - Your social situation,2 - Medium
5SD_0326,"I worry constantly about the future, and that makes it hard to focus on taking my meds regularly.",1 - Your thoughts and feelings,2 - Medium
5SD_0327,Sometimes I just feel numb to it all.,1 - Your thoughts and feelings,3 - Low
5SD_0328,"I’m barely coping with the diagnosis, let alone managing medication reminders.",1 - Your thoughts and feelings,1 - High
5SD_0329,I don't always feel like I can handle this.,1 - Your thoughts and feelings,2 - Medium
5SD_0330,I'm starting to question if all this effort is worth it.,1 - Your thoughts and feelings,2 - Medium
5SD_0331,Sometimes I just feel like it’s all too much to bear.,1 - Your thoughts and feelings,2 - Medium
5SD_0332,I almost always feel anxious about my health since being HIV.,1 - Your thoughts and feelings,1 - High
5SD_0333,It's hard to stay positive when dealing with this medication.,1 - Your thoughts and feelings,2 - Medium
5SD_0334,I feel like I'm constantly fighting a losing battle.,1 - Your thoughts and feelings,2 - Medium
5SD_0335,I have days where I just want to give up.,1 - Your thoughts and feelings,2 - Medium
5SD_0336,I feel like a burden to everyone around me.,1 - Your thoughts and feelings,2 - Medium
5SD_0337,I sometimes feel incredibly lonely… I feel like I’m constantly fighting a war against myself.,3 - Your social situation,2 - Medium
5SD_0338,I occasionally think about skipping my medication.,1 - Your thoughts and feelings,2 - Medium
5SD_0339,I feel incredibly frustrated with my situation.,1 - Your thoughts and feelings,2 - Medium
5SD_0340,Sometimes I forget to take my meds because I'm stressed about work.,2 - Your habits and activities,2 - Medium
5SD_0341,"My daily routine is pretty packed, and I struggle to remember to take my meds.",2 - Your habits and activities,2 - Medium
5SD_0342,I have to prioritize my work over taking my medication when it's time for a dose.,2 - Your habits and activities,2 - Medium
5SD_0343,"I have a lot of responsibilities at home and work, but I'm making sure to take care of myself by taking my meds as prescribed.",2 - Your habits and activities,3 - Low
5SD_0344,"My work schedule is really unpredictable, so it's hard for me to establish a routine with my medication.",2 - Your habits and activities,2 - Medium
5SD_0345,"My daily routine is pretty packed, but I make sure to prioritize taking care of myself by staying on top of my medication schedule.",2 - Your habits and activities,3 - Low
5SD_0346,I don't want to take my meds in front of others because I'm worried about what they'll think.,3 - Your social situation,2 - Medium
5SD_0347,I'm trying to cut back on drinking because I heard it can mess with my HIV meds.,2 - Your habits and activities,3 - Low
5SD_0348,"I've been having a lot of anxiety lately, and it's making it hard for me to stick to my medication schedule.",1 - Your thoughts and feelings,2 - Medium
5SD_0349,"I have a lot of trouble sleeping because of stress, so it's hard for me to remember to take my meds in the morning.",1 - Your thoughts and feelings,2 - Medium
5SD_0350,I constantly have trouble remembering to take my meds as I'm feeling super stressed and anxious.,1 - Your thoughts and feelings,1 - High
5SD_0351,"I've got a good healthcare team in place, which helps me stay on track with my medication schedule.",6 - Your care,4 - None
5SD_0352,"I feel like I'm doing okay with taking my meds on time, it's just that I always forget to pack them when I go on vacation.",2 - Your habits and activities,1 - High
5SD_0353,It's hard for me to focus on anything else when I have a pill bottle in front of me.,1 - Your thoughts and feelings,2 - Medium
5SD_0354,I've been taking my meds for years now and I don't have to think about it that much.,1 - Your thoughts and feelings,4 - None
5SD_0355,Sometimes I feel like I'm losing myself in all of this… it's just hard to keep a sense of identity when you're dealing with something as serious as HIV.,1 - Your thoughts and feelings,2 - Medium
5SD_0356,"The clinic is really far from where I live, which makes it hard to get there for appointments.",6 - Your care,3 - Low
5SD_0357,"I've had a few instances where the pharmacy didn't have my medication in stock, which has messed up my routine.",6 - Your care,2 - Medium
5SD_0358,"I've had a tough time financially, so it's been hard to afford my meds.",4 - Your econimic situation,1 - High
5SD_0359,"I've missed a few doses because I've been out late with friends, and it feels like I'm always playing catch-up now.",2 - Your habits and activities,1 - High
5SD_0360,I've always been having trouble remembering when I need to take my meds because my schedule is so hectic.,2 - Your habits and activities,1 - High
5SD_0361,"I've missed a few doses because I was too busy with work, but I know I need to prioritize my health.",2 - Your habits and activities,2 - Medium
5SD_0362,"My HIV symptoms have been flaring up lately, and it's hard to focus on anything else except for how I feel.",7 - Your health,1 - High
5SD_0363,"I'm worried about the side effects of the medication, especially since I have a history of kidney issues.",7 - Your health,2 - Medium
5SD_0364,"The pills are really big and hard to swallow, which makes taking my medication a struggle sometimes.",5 - Your medication,2 - Medium
5SD_0365,"I feel stigmatized when I pick up my meds at the pharmacy, it makes me not want to go there as often.",3 - Your social situation,1 - High
5SD_0366,"I've been feeling really down lately, and it's hard for me to keep up with my medication schedule.",1 - Your thoughts and feelings,1 - High
5SD_0367,"I've been feeling anxious about the long-term effects of the meds, which makes me want to skip them sometimes.",1 - Your thoughts and feelings,2 - Medium
5SD_0368,"Honestly, I don't believe my medication works as they say, I feel like nothing changes whether I take them or not.",1 - Your thoughts and feelings,1 - High
5SD_0369,"Many days, I feel like giving up because it feels like these meds are controlling my life more than they should.",1 - Your thoughts and feelings,1 - High
5SD_0370,It's a daily struggle that I feel like my emotions are getting in the way of sticking to my medication schedule.,1 - Your thoughts and feelings,1 - High
5SD_0371,"Sometimes, the fear of potential side effects keeps me from taking my meds as prescribed.",5 - Your medication,2 - Medium
5SD_0372,I get really sad thinking about how long I have to keep taking these pills forever... It's just so overwhelming.,1 - Your thoughts and feelings,1 - High
5SD_0373,"I have these moments where I just feel so down and wonder if taking the pills is even worth it - But then, I snap out of it and remember why I started.",1 - Your thoughts and feelings,2 - Medium
5SD_0374,"It's strange how taking these pills has become such a routine part of my life, yet I still feel uncertain about their long-term effects on me.",1 - Your thoughts and feelings,2 - Medium
5SD_0375,Sometimes I just don't want to think about my medication - It's like it takes over everything in my life.,1 - Your thoughts and feelings,2 - Medium
5SD_0376,"I've been trying to remind myself of the importance of my medication, especially when I'm feeling uncertain.",1 - Your thoughts and feelings,3 - Low
5SD_0377,"I've been trying to stay positive about my treatment, which helps me keep up with my medication routine.",1 - Your thoughts and feelings,4 - None
5SD_0378,"I've been feeling really anxious about my HIV meds lately… I understand they're important, but sometimes it's hard to remember them with everything going on.",1 - Your thoughts and feelings,2 - Medium
5SD_0379,"I get nervous every time I take a new batch of pills, thinking they might make me feel worse or different somehow.",1 - Your thoughts and feelings,2 - Medium
5SD_0380,"The thought of taking these pills every day can be daunting, especially when I'm not feeling great mentally.",1 - Your thoughts and feelings,2 - Medium
5SD_0381,There are days when I feel so anxious that it affects my ability to stick to my medication schedule.,1 - Your thoughts and feelings,2 - Medium
5SD_0382,"I'm just so accepting of my condition, it doesn't bother me anymore to take the medication every day - I see it as a part of life now.",1 - Your thoughts and feelings,4 - None
5SD_0383,"I've been feeling more motivated lately because I've seen improvements in my health, which makes me want to continue with my treatment.",1 - Your thoughts and feelings,4 - None
5SD_0384,I've been feeling more confident about managing my condition because I understand how important my medication is.,1 - Your thoughts and feelings,4 - None
5SD_0385,"I used to be really good about taking my meds, but now I'm drinking more and I just don't feel like it.",2 - Your habits and activities,1 - High
5SD_0386,"I've been using drugs to cope with the anxiety, and it's impacting my ability to take my medication regularly.",2 - Your habits and activities,1 - High
5SD_0387,"I am using drugs to deal with daily stress, and I'm skipping doses more often.",2 - Your habits and activities,1 - High
5SD_0388,"I've been really struggling to keep up with my meds lately, work, family, it's just been chaos.",2 - Your habits and activities,1 - High
5SD_0389,I sometimes forget to take my pills when I'm out with friends. ,2 - Your habits and activities,2 - Medium
5SD_0390,"My schedule is just so hectic, I often take my meds at different times of the day.",2 - Your habits and activities,2 - Medium
5SD_0391,"I'm having trouble sleeping, so I'm often tired and forget to take my medication.",7 - Your health,1 - High
5SD_0392,"I've been so busy working overtime, that makes me occasionally missing a dose.",2 - Your habits and activities,2 - Medium
5SD_0393,I feel like I’m always on the go; it's really hard to remember to take my meds.,2 - Your habits and activities,1 - High
5SD_0394,"I find myself isolating from friends and family, making it hard to stay on track for my treatment.",3 - Your social situation,2 - Medium
5SD_0395,"Sometimes I just don't feel motivated to do anything, including taking my meds.",1 - Your thoughts and feelings,2 - Medium
5SD_0396,I rarely have a consistent sleep schedule these days.,2 - Your habits and activities,3 - Low
5SD_0397,"I find myself procrastinating on everything, including taking my medication.",1 - Your thoughts and feelings,2 - Medium
5SD_0398,"My life has become so chaotic, I've completely lost track of my medication schedule.",2 - Your habits and activities,1 - High
5SD_0399,I'm constantly traveling for work; it's difficult to maintain a regular medication routine.,2 - Your habits and activities,2 - Medium
5SD_0400,"I’m consuming alcohol when I’m feeling overwhelmed, which constantly makes me miss doses.",2 - Your habits and activities,1 - High
5SD_0401,I've been spending a lot of time gaming and that makes me neglecting my treatment time by time.,2 - Your habits and activities,2 - Medium
5SD_0402,My days are just a blur of activity; I often forget to take my medication.,2 - Your habits and activities,1 - High
5SD_0403,I'm constantly working on projects and rarely take breaks.,2 - Your habits and activities,3 - Low
5SD_0404,I’ve noticed I’m isolating myself more and missing doses.,3 - Your social situation,1 - High
5SD_0405,I'm working long hours and often miss doses because I'm exhausted.,2 - Your habits and activities,1 - High
5SD_0406,I’m often working overtime and frequently missing doses.,2 - Your habits and activities,1 - High
5SD_0407,"I’m having trouble managing my time effectively, which is impacting my medication adherence.",2 - Your habits and activities,2 - Medium
5SD_0408,I often skip doses when I’m feeling overwhelmed.,1 - Your thoughts and feelings,1 - High
5SD_0409,"I’m struggling to balance work, family, and my health, leading to missed doses.",2 - Your habits and activities,2 - Medium
5SD_0410,My routine is completely thrown off and I’m always forgetting my medication.,2 - Your habits and activities,1 - High
5SD_0411,I’m having difficulty prioritizing my health in my current situation.,1 - Your thoughts and feelings,2 - Medium
5SD_0412,I feel like my daily structure has fallen apart and I'm missing doses for several days.,2 - Your habits and activities,1 - High
5SD_0413,Recenetly I’m constantly busy and often forget to take my medication.,2 - Your habits and activities,1 - High
5SD_0414,I'm finding it hard to maintain a consistent routine and I've been missing doses since the beginning of this year.,2 - Your habits and activities,1 - High
5SD_0415,I'm constantly nauseous after taking my medication but I'm not sure what to do… I'm thinking about stopping doses.,5 - Your medication,1 - High
5SD_0416,I'm always forgetting to take my medication when I'm at work.,2 - Your habits and activities,1 - High
5SD_0417,I'm embarrassed to ask the pharmacist about the side effects as I feel like they'll think I'm a bad patient.,6 - Your care,2 - Medium
5SD_0418,"I’m sometimes confused about whether I’ve already taken a dose, it’s hard to keep track.",2 - Your habits and activities,2 - Medium
5SD_0419,"The pill size is a huge problem for me, it sticks in my throat.",5 - Your medication,2 - Medium
5SD_0420,I rarely take my medication on weekends because I'm so busy with other things.,2 - Your habits and activities,1 - High
5SD_0421,The medication packaging is confusing - I'm not sure how many pills I'm supposed to take.,5 - Your medication,2 - Medium
5SD_0422,I’m rarely able to remember to take my medication when I’m socializing with friends.,2 - Your habits and activities,1 - High
5SD_0423,I occasionally skip doses because I feel embarrassed to ask questions about side effects.,5 - Your medication,2 - Medium
5SD_0424,I rarely remember to take my medication when I'm having a bad day.,1 - Your thoughts and feelings,1 - High
5SD_0425,I miss doses because I’m feeling anxious about my health.,7 - Your health,2 - Medium
5SD_0426,I just can't remember to take my medication when I’m feeling lonely.,3 - Your social situation,1 - High
5SD_0427,"These pills are so huge, I keep skipping them, it's really difficult to swallow them, especially when I'm nervous.",5 - Your medication,1 - High
5SD_0428,The taste is awful! It leaves a really bitter taste in my mouth for hours afterward - I often skip the pill just to avoid that feeling.,5 - Your medication,1 - High
5SD_0429,"I keep mixing up the times I need to take my meds… there are just so many different pills, and I have a crazy pill schedule.",5 - Your medication,2 - Medium
5SD_0430,"I'm worried about the long-term side effects, I read online that some people experience liver problems - It's stressing me out.",5 - Your medication,2 - Medium
5SD_0431,"Sometimes I feel really dizzy after taking my medication, it makes things so difficult.",5 - Your medication,2 - Medium
5SD_0432,"The pills are really expensive, and I’m worried about being able to afford them next month.",4 - Your econimic situation,1 - High
5SD_0433,"The medication makes me feel really tired, and it's hard to stay focused at work.",5 - Your medication,2 - Medium
5SD_0434,"I'm worried about drug interactions as I take other medications, and I’m not sure if they will interfere.",5 - Your medication,2 - Medium
5SD_0435,I'm really frustrated with the medication cuz it disrupts my sleep.,5 - Your medication,2 - Medium
5SD_0436,Sometimes I forget to take my medication because I just feel so down.,1 - Your thoughts and feelings,2 - Medium
5SD_0437,"I often skip doses when I travel, to me it’s just too complicated to manage.",2 - Your habits and activities,1 - High
5SD_0438,I’m sometimes hesitant to take my medication because I’m afraid of the side effects.,5 - Your medication,2 - Medium
5SD_0439,I keep forgetting to take my medication when I'm out and about.,2 - Your habits and activities,1 - High
5SD_0440,I sometimes forget to take my medication because I feel fine and think I don't need it.,1 - Your thoughts and feelings,2 - Medium
5SD_0441,I keep forgetting to transfer my prescription to the new pharmacy.,6 - Your care,2 - Medium
5SD_0442,I’m usually forgetting to take my medication when I’m feeling depressed.,1 - Your thoughts and feelings,1 - High
5SD_0443,I often miss doses because I’m afraid of being judged by others if they find out I’m taking medication.,3 - Your social situation,1 - High
5SD_0444,I’m usually forgetting to take my medication when I'm traveling internationally.,2 - Your habits and activities,1 - High
5SD_0445,I’m usually forgetting to take my medication when I’m with my family.,2 - Your habits and activities,1 - High
5SD_0446,"I'm really worried about the cost of my medication, it's getting harder and harder to afford, and I don't know what I'm going to do.",4 - Your econimic situation,1 - High
5SD_0447,I accidentally missed a dose because I couldn't reach my pharmacy.,6 - Your care,2 - Medium
5SD_0448,"I had to pay a large copay to get my medication, and it significantly impacted my budget.",4 - Your econimic situation,2 - Medium
5SD_0449,"The pharmacy made a mistake with my prescription, and I missed several doses of medication.",6 - Your care,1 - High
5SD_0450,The clinic staff wasn't very helpful when I asked about a discount program for my treatment.,6 - Your care,2 - Medium
5SD_0451,I had to go to a different pharmacy because mine closed down recently and I’m worried about transferring my prescriptions.,6 - Your care,2 - Medium
5SD_0452,"I'm constantly getting calls from the pharmacy asking me to confirm my prescription, so annoying.",6 - Your care,3 - Low
5SD_0453,"The clinic’s online portal is difficult to navigate, I can’t find the information I need.",6 - Your care,3 - Low
5SD_0454,I’m concerned about the clinic's cleanliness and hygiene standards.,6 - Your care,3 - Low
5SD_0455,I’m finding it difficult to understand the instructions on the medication label.,5 - Your medication,2 - Medium
5SD_0456,The pharmacy staff was unhelpful when I asked about generic alternatives to my medication.,6 - Your care,2 - Medium
5SD_0457,The clinic’s automated phone system is difficult to navigate and frustrating to use.,6 - Your care,3 - Low
5SD_0458,"I went to the pharmacy yesterday, and they said they were out of my pills and I had to wait a whole week to get them refilled… it's so inconvenient!",6 - Your care,2 - Medium
5SD_0459,"The nurse at the clinic always rushes me through my appointments, I feel like she doesn't really listen to my concerns about the medication.",6 - Your care,2 - Medium
5SD_0460,"I tried to schedule an appointment with my doctor to discuss a side effect, but they said I'm not a priority right now :( It’s discouraging.",6 - Your care,2 - Medium
5SD_0461,"The clinic keeps changing their hours, and it's so hard to get there when I need to, I’m always worried I’m going to miss an appointment.",6 - Your care,3 - Low
5SD_0462,"I'm not sure if my insurance will cover my medication anymore I need to call them, but I’m putting it off because I’m afraid of the answer.",4 - Your econimic situation,2 - Medium
5SD_0463,"I’m having trouble getting transportation to the clinic, it’s a long bus ride, and I often miss appointments.",6 - Your care,3 - Low
5SD_0464,"I'm worried about the pharmacy messing up my prescription since It’s happened before, and I had to wait weeks for a refill.",6 - Your care,2 - Medium
5SD_0465,"The clinic keeps sending me bills I don’t understand, I’m afraid I’m going to get into debt.",6 - Your care,2 - Medium
5SD_0466,The pharmacy staff was really judgmental when I asked for help understanding my medication instructions.,6 - Your care,2 - Medium
5SD_0467,I feel like the clinic isn’t taking my concerns about side effects seriously - they just tell me to keep taking the medication.,6 - Your care,2 - Medium
5SD_0468,"The clinic is so far away from where I live, it’s difficult to find the time to get there.",6 - Your care,3 - Low
5SD_0469,"I’m worried about the clinic sharing my information with other people, I value my privacy.",6 - Your care,3 - Low
5SD_0470,"I’m having trouble understanding the payment plan offered by the clinic, it’s confusing.",6 - Your care,3 - Low
5SD_0471,I’m worried that the clinic won’t be able to fill my prescription on time.,6 - Your care,2 - Medium
5SD_0472,I am having difficulty communicating with the clinic staff due to a language barrier.,6 - Your care,2 - Medium
5SD_0473,The healthcare provider rushed me through the appointment and didn’t allow me to ask questions.,6 - Your care,3 - Low
5SD_0474,I feel judged by the clinic staff when I ask for help understanding my medication.,6 - Your care,2 - Medium
5SD_0475,"The clinic’s waiting times are excessively long, making it hard to schedule appointments.",6 - Your care,3 - Low
5SD_0476,I feel uncomfortable discussing my concerns with the healthcare provider.,6 - Your care,3 - Low
5SD_0477,I’m worried about the clinic’s reputation and quality of care.,6 - Your care,3 - Low
5SD_0478,I’m frustrated that I have to keep calling the pharmacy to get updates on my prescription.,6 - Your care,2 - Medium
5SD_0479,I feel like the clinic is not responsive to my questions and concerns.,6 - Your care,3 - Low
5SD_0480,I’m worried about the privacy of my medical records at the clinic.,6 - Your care,3 - Low
5SD_0481,I'm concerned about the clinic's accessibility for people with disabilities.,6 - Your care,3 - Low
5SD_0482,"The pharmacy changed their hours without notifying me, and I almost missed an appointment.",6 - Your care,3 - Low
5SD_0483,I’m frustrated that I have to keep explaining my medical history to different healthcare providers.,6 - Your care,3 - Low
5SD_0484,"The clinic doesn’t offer transportation assistance, making it difficult to attend appointments.",6 - Your care,3 - Low
5SD_0485,"My last CD4 count was 350, and my viral load is still detectable, I'm really worried…",7 - Your health,2 - Medium
5SD_0486,I’m pretty concerned as my viral load hasn’t been undetectable for a while now.,7 - Your health,2 - Medium
5SD_0487,"I’m feeling really depressed, I don’t know if it’s related to my HIV status or the meds.",7 - Your health,1 - High
5SD_0488,I’m worried about opportunistic infections as I feel like I’m always getting sick.,7 - Your health,1 - High
5SD_0489,I noticed I'm bruising more easily than usual.,7 - Your health,3 - Low
5SD_0490,"I had a really bad headache yesterday, and I'm wondering if it could be related to my medication.",5 - Your medication,2 - Medium
5SD_0491,I'm feeling dizzy when I stand up quickly.,7 - Your health,3 - Low
5SD_0492,"I'm having trouble sleeping, and I think it might be connected to my medication schedule.",5 - Your medication,2 - Medium
5SD_0493,I keep getting these weird skin rashes - I don't know if it’s an allergic reaction or something else.,7 - Your health,3 - Low
5SD_0494,"I'm experiencing some nausea, and it's making it hard to eat and I wonder if it’s a side effect.",5 - Your medication,2 - Medium
5SD_0495,I’m having trouble with my vision. I wonder if it’s a side effect of the medication.,5 - Your medication,2 - Medium
5SD_0496,I keep getting these strange mouth sores but I'm not sure what's causing them.,7 - Your health,3 - Low
5SD_0497,My doctor wants me to start taking a calcium supplement but I’m not sure why.,7 - Your health,3 - Low
5SD_0498,My doctor mentioned something about lipid levels but I’m not sure what that means.,7 - Your health,4 - None
5SD_0499,"My doctor mentioned something about opportunistic infections, and I'm a bit scared about what that means.",7 - Your health,3 - Low
5SD_0500,My latest blood work showed a slight decrease in my white blood cell count.,7 - Your health,3 - Low
5SD_0501,My doctor said my kidney function needs to be checked more frequently and I'm a little nervous about it.,7 - Your health,3 - Low
5SD_0502,I'm experiencing some shortness of breath. I'm worried it's a serious problem.,7 - Your health,1 - High
5SD_0503,I'm having trouble with my balance and I'm worried about falling.,7 - Your health,3 - Low
5SD_0504,My latest lab results showed a decrease in my red blood cell count.,7 - Your health,3 - Low
5SD_0505,I keep getting these headaches… it's impacting my ability to work.,7 - Your health,3 - Low
5SD_0506,"After a night of heavy drinking, I often skip my doses in the morning because I feel too hungover to think about it.",2 - Your habits and activities,1 - High
5SD_0507,"My work involves a lot of travel, which always leads me to miss doses since I can't keep track of time zones and routines.",2 - Your habits and activities,1 - High
5SD_0508,"I've noticed that when I’m not feeling well, like catching a cold, I sometimes skip doses because I feel too sick.",7 - Your health,2 - Medium
5SD_0509,"When I'm out with friends, we tend to go for drinks and definitely I end up forgetting to take my meds until the next day.",2 - Your habits and activities,1 - High
5SD_0510,"When I’m on call for work, the stress can disrupt my routine and lead me to miss doses more frequently.",2 - Your habits and activities,1 - High
5SD_0511,"When I travel for work, maintaining my medication schedule becomes challenging due to time zone changes.",2 - Your habits and activities,2 - Medium
5SD_0512,"During stressful times at work, my routine gets disrupted, making it harder for me to take my meds regularly.",2 - Your habits and activities,1 - High
